다타바,99,168 
자나바,43,160 
카나다,45,157 
바사차,58,157 
자마라,67,150 
카사파,98,170 
차아차,67,158 
파라카,65,155 
카가바,67,164 
가다바,55,183 
하하자,85,157 
타사카,70,168 
라자다,59,186 
차마타,96,167 
타타차,98,161 
라차차,83,179 
파하하,59,156 
다마타,80,160 
파하파,99,167 
마바바,84,169 
차라자,58,175 
마카라,78,163 
바나자,96,155 
다바차,93,158 
파가아,89,188 
다자라,77,177 
마라파,82,174 
타차카,94,166 
아타하,55,176 
마타가,71,151 
가아바,77,173 
나카가,80,154 
마사다,47,154 
라마타,60,179 
라타자,53,156 
라나하,43,155 
마다파,86,175 
타차가,92,166 
라사자,70,168 
마하파,92,158 
자파가,40,158 
사사가,77,160 
하자나,75,161 
타사카,94,153 
카타카,58,184 
사차카,54,172 
마자차,99,162 
가마카,77,166 
가아하,77,150 
마가바,66,170 
다차자,43,185 
마나라,52,186 
아마하,80,178 
타가라,78,158 
카하라,86,189 
나나사,66,180 
타파나,76,188 
사카라,87,168 
나사타,55,159 
카라다,62,189 
자카마,90,156 
나차하,77,174 
카자바,42,154 
하하자,71,187 
바나사,41,150 
다하다,90,171 
사차가,86,159 
하가사,50,186 
파바가,58,164 
가자차,58,180 
차바다,52,188 
아가사,74,162 
카자다,41,175 
카아나,89,150 
라타사,43,158 
카타라,44,151 
가다나,96,173 
카다바,85,171 
하사바,59,160 
라아카,96,165 
하나다,57,169 
라타마,84,185 
나자자,43,177 
다마가,91,172 
하타나,81,161 
라가하,67,150 
다나하,58,184 
아파하,50,164 
아파자,89,152 
자라하,73,169 
타하나,75,170 
자가하,63,159 
카나카,44,172 
차파나,93,174 
나아자,43,162 
가파차,85,168 
바하사,43,154 
자카마,41,175 
아자바,71,177 
라다바,51,179 
가가차,98,173 
자하하,40,162 
나다하,80,173 
바카다,45,175 
사자나,72,174 
아하바,79,170 
나자다,51,170 
하다차,97,161 
자가하,65,170 
파자자,44,172 
바사가,97,175 
카타라,99,162 
아파자,52,152 
타마라,75,178 
파차다,93,153 
나나타,77,171 
다사자,44,150 
라나하,41,163 
가하카,72,189 
아다라,48,186 
다카사,83,162 
차바하,92,176 
다차자,83,165 
라차마,83,154 
파라자,89,172 
다라라,97,167 
라사마,99,154 
가아하,81,175 
차라아,42,184 
자자바,87,155 
하아타,84,174 
파나차,42,167 
카타타,90,156 
자라아,82,161 
타아카,69,162 
차마카,75,153 
가자자,68,170 
파바카,73,166 
다아바,52,177 
바카가,93,170 
라가바,79,152 
마타라,46,167 
타타자,70,164 
라파자,89,175 
카라자,68,179 
다차마,71,177 
파바바,98,176 
다바바,85,158 
타나다,95,165 
다마타,45,176 
하하다,77,152 
아타마,51,189 
나타차,47,172 
하자파,71,164 
하파다,73,188 
마하가,55,171 
카라타,79,171 
하사다,64,170 
나하라,56,184 
라바바,74,189 
다라가,41,180 
마하아,68,171 
카자나,57,174 
마바파,62,182 
차가가,91,170 
하차카,72,184 
사파타,90,183 
나바가,80,168 
파사타,84,189 
라아가,50,154 
파자카,42,171 
하사마,81,178 
사마다,43,150 
바타사,60,167 
라바가,73,165 
카파바,75,158 
파라바,70,178 
타차아,66,187 
타사아,68,166 
아사타,90,151 
다타하,63,158 
아사하,47,163 
다파파,55,152 
가라차,59,188 
하카마,87,152 
자차나,89,165 
자사카,71,159 
마타다,41,188 
아아다,57,154 
자파차,97,187 
파자나,67,174 
카마다,69,166 
다하카,44,166 
타타파,94,167 
타타타,98,177 
다가하,64,151 
사나라,56,157 
가차바,77,174 
바파다,51,152 
나다나,62,177 
나사하,44,168 
파차타,64,160 
사바아,73,165 
아라다,44,187 
아가타,71,189 
아자차,93,150 
바라나,59,160 
가마가,89,152 
파차라,83,172 
마파차,88,189 
하가타,62,175 
라사라,63,150 
하카아,85,162 
카파나,63,170 
차아자,47,162 
자사라,51,169 
사아사,72,180 
타나라,44,166 
사자사,56,168 
사마바,82,183 
사하차,92,167 
다타나,99,177 
타사다,68,158 
마차카,81,172 
카하카,51,155 
하다카,49,168 
타아라,71,185 
다나카,65,182 
파다마,45,177 
라다파,93,186 
가하라,92,189 
마카카,99,180 
차라아,67,176 
자하파,72,179 
마라라,49,171 
하타파,83,177 
자파라,87,187 
바파카,96,182 
타하바,69,178 
라사가,41,174 
라가사,96,176 
아바카,55,155 
마바타,46,180 
타사다,71,186 
카카라,76,176 
나차가,97,166 
자마자,47,165 
하자타,74,151 
카마파,88,180 
바카마,43,182 
아가타,83,161 
차가나,75,154 
사사차,56,164 
사타자,44,170 
파나다,43,176 
자카아,75,182 
타자타,71,183 
타차가,96,157 
파파나,91,164 
다카카,99,162 
사파타,95,175 
바파사,71,176 
아아라,89,173 
바차나,61,170 
나자다,80,151 
나파라,85,163 
가마마,48,171 
다아하,62,188 
아하라,79,176 
다타카,81,182 
나나차,91,180 
라사차,83,176 
파타파,74,173 
나파파,74,152 
파타자,70,188 
나바바,69,176 
마사가,98,160 
가하파,96,175 
바가하,73,168 
사마라,50,156 
타카카,91,182 
나사라,59,165 
라자바,64,153 
차차다,97,179 
마나차,66,164 
나사아,54,158 
자하사,88,184 
가자다,94,169 
아아다,66,163 
하다나,83,179 
타바마,90,180 
타사다,60,151 
하차자,85,177 
사바파,91,169 
나사카,94,177 
사나차,70,151 
라바파,80,174 
파마라,56,180 
아가가,77,178 
카바바,57,186 
카나차,55,150 
파다바,90,175 
카라자,42,187 
차아자,78,169 
나아하,55,177 
가하라,91,153 
하하마,56,173 
카마차,55,151 
카타카,90,156 
카라카,72,157 
자가파,50,159 
카카차,42,184 
마바나,56,169 
자가라,88,156 
다나다,57,163 
라하다,50,157 
사나아,72,157 
마바나,85,169 
카바타,70,151 
마파라,53,166 
나카자,75,151 
타다카,90,152 
하마가,69,153 
하가카,98,159 
사아파,94,150 
하마파,49,174 
라파나,43,181 
사아다,92,153 
다라가,79,162 
하다아,89,187 
라가아,69,151 
자사카,49,153 
바바사,86,163 
하하바,53,174 
사가파,53,167 
파가하,91,174 
차마타,41,153 
바나바,46,167 
카마나,53,165 
바카차,91,161 
바가사,54,157 
바차자,98,174 
바자차,96,151 
가바라,42,178 
카라아,75,156 
바라아,40,162 
나가파,59,156 
마타다,83,160 
마라마,44,155 
마바바,79,157 
타카나,44,166 
자마아,93,188 
라마바,71,164 
나아라,47,189 
카카사,93,168 
바파라,66,184 
바가사,89,150 
파가라,92,171 
라가사,98,169 
마차차,79,159 
차가파,58,182 
다하타,73,184 
차마하,62,160 
파다바,75,181 
마바차,59,165 
하마나,60,156 
라차타,43,153 
하다자,92,189 
자하파,46,170 
차라바,62,176 
타바바,91,167 
자나파,40,178 
하차마,80,159 
마바자,78,185 
마마사,91,176 
가사라,96,152 
타사아,51,159 
파바바,72,157 
차다타,79,173 
하라가,40,177 
아바가,83,174 
아하아,97,157 
차차사,72,154 
나바자,85,153 
카사사,69,164 
파다자,64,180 
아하나,43,181 
파사하,68,187 
카차카,90,182 
가차사,52,170 
차라마,70,183 
하카자,47,155 
나나마,89,183 
사파마,55,167 
카바마,52,178 
타하사,66,163 
사파차,95,164 
하타가,73,158 
타마하,76,165 
하카라,98,174 
타다나,47,162 
타하사,72,160 
하바하,57,172 
파사가,48,152 
사라나,90,188 
파카다,99,151 
나가자,58,173 
파라타,71,153 
파가하,63,170 
타다라,96,172 
마카아,99,184 
하아마,62,161 
가자파,51,154 
아타하,90,150 
카나자,98,167 
차파카,93,157 
사카카,74,158 
카다파,47,188 
가파파,70,186 
파바파,93,156 
파하가,43,164 
라차라,46,154 
나다하,50,157 
파사타,70,152 
마파아,74,175 
하바가,57,162 
나자사,93,153 
나라타,77,159 
차바마,96,162 
가마아,79,160 
하마나,78,176 
자아아,48,159 
카라파,48,157 
가나자,96,163 
차파마,47,150 
바라하,72,184 
자타타,61,154 
바파타,94,160 
라타나,40,151 
하자하,77,153 
바파다,73,183 
아마마,44,179 
다사카,50,184 
바마바,89,168 
파타하,85,150 
카바나,73,180 
나바차,44,162 
차차바,40,183 
하차나,70,160 
카다하,60,153 
차마하,95,169 
자아다,81,179 
나사카,45,186 
마나하,44,163 
자자자,46,188 
나가자,71,160 
타사마,69,152 
사마다,85,172 
사자차,88,167 
다나차,47,180 
자아차,71,188 
아하아,89,176 
가가사,55,158 
차자다,86,168 
다마파,62,185 
다바파,82,173 
마마나,58,168 
아아카,80,153 
하차카,92,159 
마나카,45,181 
마파가,79,154 
타나타,76,179 
가마다,63,173 
차바파,69,179 
다나다,90,183 
자라카,64,150 
다바자,90,163 
라라마,72,164 
바타카,67,172 
차나파,77,166 
나나사,54,169 
나마아,47,156 
다라자,40,168 
마타자,72,174 
바카다,95,172 
자마마,62,154 
타차파,78,158 
하바바,75,174 
자사다,44,173 
자바타,83,186 
나자다,48,173 
바아하,92,175 
라사라,96,152 
차타사,97,157 
아하카,74,186 
가하사,43,157 
파마파,86,187 
다자바,54,169 
나다파,57,166 
자타자,55,156 
마가마,79,177 
아자아,96,150 
파바바,65,176 
마라다,56,185 
파나가,41,152 
타다나,61,185 
자파하,40,170 
카자사,61,173 
파가바,62,167 
아카바,46,162 
차사차,79,160 
하하아,70,160 
차파자,79,164 
카자파,53,176 
자마카,73,167 
하하마,93,158 
하나자,48,169 
차바하,50,182 
아마하,92,180 
카타파,76,186 
라하다,55,151 
사하하,61,183 
나가차,59,157 
카가다,61,151 
아가카,74,184 
사사다,90,151 
나카자,64,179 
차파타,94,185 
바자카,66,163 
가자사,74,158 
카라가,52,168 
나다아,76,168 
하바아,88,164 
사나라,96,160 
바바하,80,165 
하사카,49,167 
하카나,91,181 
하카라,69,173 
카차카,92,183 
가하카,83,161 
가파가,43,187 
마파나,61,157 
하아하,61,165 
타나아,56,188 
자마하,49,158 
가라타,86,171 
아마아,72,181 
라타차,46,188 
차마차,73,161 
사타사,50,166 
가하하,66,172 
나차아,54,168 
가하사,80,158 
파파아,95,162 
아사파,54,158 
카사아,98,172 
사자라,77,180 
타카차,49,153 
자다다,83,161 
사파타,58,183 
마아다,52,155 
사라가,96,180 
다가파,78,188 
라차라,71,181 
파타마,45,160 
카라타,86,181 
마바바,69,157 
차차타,86,181 
하나하,70,186 
자아타,51,189 
마차차,64,185 
라타사,40,171 
마바라,96,181 
바라나,77,150 
파자차,47,153 
카바아,90,182 
아차다,42,180 
아타사,56,180 
아아차,80,171 
다마사,57,160 
아사나,63,179 
아하바,86,180 
타나하,91,167 
다카타,87,179 
카차하,50,176 
다라카,96,162 
사아마,78,175 
다사카,50,154 
하마차,71,150 
아차타,81,180 
사마가,98,167 
아하마,51,180 
자마차,72,153 
차하라,68,155 
마카마,75,154 
카하나,44,185 
다마카,42,174 
카다바,70,185 
카마바,71,153 
자바가,42,168 
사다타,83,187 
아아차,62,158 
나다사,49,168 
하나아,61,151 
하차카,85,172 
마마사,78,150 
파자사,94,184 
마나바,93,169 
사바카,62,171 
사타나,62,177 
파가가,94,188 
라차카,65,166 
가타마,40,179 
나파타,97,175 
차가다,43,174 
다가아,76,176 
차자가,52,184 
나타라,66,187 
자가타,85,155 
타카파,83,180 
하바카,99,173 
라다라,45,175 
사가자,47,160 
파사차,47,154 
가카마,64,178 
차가사,73,177 
카차사,98,172 
바자라,68,166 
가타사,89,158 
바바아,66,182 
하카바,82,186 
타하자,49,180 
사차라,83,163 
하카카,84,153 
타카라,53,172 
하바바,55,158 
파파바,59,184 
사자마,50,181 
나카다,86,179 
나파나,88,182 
다가나,78,161 
파다카,88,158 
아자카,79,186 
자카하,91,181 
나아카,59,183 
다나사,98,188 
바아파,82,151 
다타나,75,188 
차타사,77,162 
타다사,65,172 
차자파,86,180 
아마차,98,162 
사카아,95,167 
아파카,57,168 
마카차,83,161 
나나바,42,172 
사가타,60,156 
하파자,82,152 
타차나,66,150 
아라자,85,176 
바마카,96,182 
마다마,41,165 
가가가,72,189 
다나마,91,160 
다다나,95,159 
타라다,95,182 
차사바,73,164 
차바자,84,171 
마다타,44,160 
바마다,83,188 
파파나,95,152 
아나라,54,153 
바카차,82,155 
파자바,57,155 
라라자,93,162 
하바가,76,158 
다나아,40,161 
마바라,92,183 
가사타,64,151 
마카나,99,189 
타하가,82,175 
아사파,58,173 
하자아,98,150 
차하라,50,175 
카라파,46,183 
파마차,99,152 
사타바,71,179 
라사나,58,181 
카라다,81,172 
라차자,94,156 
나다마,55,175 
타아차,63,182 
다타타,64,184 
카카카,84,153 
마하나,96,150 
가나라,55,188 
타하아,79,155 
아마카,42,181 
타파차,85,170 
하파라,98,175 
파라마,85,154 
사마마,66,182 
카가바,72,157 
카마나,64,188 
사타라,51,183 
카하라,79,183 
다마하,83,183 
아라카,79,172 
가타자,73,155 
파다차,41,158 
마라가,44,159 
마타나,47,168 
파차사,69,155 
나타아,69,176 
차가가,51,156 
자라가,79,174 
다사사,83,177 
카차아,94,160 
아타사,54,159 
아자다,50,169 
나바파,68,181 
하자자,78,167 
아타카,45,170 
타파사,83,187 
사자타,98,178 
가다나,47,187 
라사자,79,163 
나가라,56,182 
차타가,42,176 
카아하,40,181 
나가타,95,169 
파파나,93,183 
타아차,46,152 
카나카,51,157 
타아나,62,150 
자하파,48,155 
파사자,72,178 
가가하,82,155 
아자바,86,161 
나라카,79,150 
사아마,60,170 
라나다,44,177 
다바차,96,187 
다차다,62,188 
차라하,84,163 
나타가,63,161 
가파파,41,159 
바아차,51,165 
하바차,55,178 
바가파,70,186 
타카차,61,182 
사다사,48,184 
가마아,82,168 
가사차,48,164 
마바마,65,180 
가다타,77,171 
나차가,74,171 
사타바,93,177 
아타바,79,184 
하마나,84,185 
사라바,79,151 
파가사,47,172 
가가바,75,150 
아아마,61,175 
차카자,70,160 
파차하,91,153 
라나나,55,164 
차마카,99,156 
자아바,61,173 
하나가,83,179 
다나자,92,189 
아마파,85,164 
파파다,77,150 
다바가,55,169 
아타하,70,181 
카사카,85,183 
바라바,74,168 
파아다,43,166 
다나타,66,152 
가파사,75,167 
카가파,94,178 
라다라,41,189 
사라아,51,187 
자자마,45,188 
파바라,94,167 
마파아,62,176 
아하다,78,177 
하차라,70,155 
하자나,78,164 
차자라,98,153 
마마다,63,155 
하마아,75,179 
라아자,81,182 
차파카,88,153 
사타아,46,156 
자차타,52,168 
나가하,59,160 
다파자,51,166 
타타라,64,161 
다라라,89,165 
하다아,84,173 
나바가,61,154 
나다나,76,171 
아나라,76,167 
나차바,46,158 
가마타,50,180 
마자카,77,159 
하바가,46,169 
카라다,91,180 
마타바,47,162 
라사라,72,153 
사라바,49,177 
사가나,56,158 
자나차,61,151 
라카하,53,185 
아카아,70,163 
차카바,50,172 
라아타,51,180 
사라사,62,176 
타사사,83,189 
가라사,43,168 
자사자,62,175 
아하라,73,183 
카하사,59,180 
라사라,53,151 
다가타,86,175 
나바카,56,171 
차라라,49,150 
차자아,68,167 
하타아,93,173 
가차라,77,171 
차라다,96,154 
카파가,94,187 
파다라,98,169 
자사하,98,164 
바마카,80,165 
가다자,89,158 
사나라,63,169 
아하자,49,173 
자나아,69,160 
바차다,40,176 
카아마,46,156 
사나라,89,175 
자나아,60,185 
다다다,98,165 
파카차,86,155 
아파바,49,158 
차아자,62,154 
바카타,87,167 
카타다,86,163 
가파아,48,189 
가아자,95,188 
카아다,48,177 
가자라,52,188 
파라마,44,155 
하가가,91,164 
자사바,60,155 
카파마,53,159 
나가나,40,150 
바가자,94,187 
자나나,83,174 
